session_id:token	item_id_list:token_seq	item_id:token
82112	56276 32496	14967
82113	8364	6824
82114	11567 37539 46876	51374
82115	39690 48875 10239 4378 55034	21067
82116	29303	51038
82117	24997 28219 14958 34600	43566
82118	49729	8090
82119	45968 32351 31237	55636
82120	54020 36468 24024 28394 48028 53972 25821 15779 4244 53839 15699 11548	9030
82121	53668	16514
82122	7167	33812
82123	50102	36155
82124	39535	11547
82125	54731	15746
82126	36679 51036 9860	18560
82127	40045 13542	4268
82128	27607 36232 14140 18596	22047
82129	1178 21811 49084 15105 39699 49901 11510 5231	12544
82130	40224	11297
82131	41974	1696
82132	51265 53735	25359
82133	35373 24793	48875
82134	29333	24280
82135	3933 30234	24250
82136	24900	7989
82137	19885	20383
82138	45590 41067 32747 38790 40420 5752 26634 6530 41246 12378 30696	51191
82139	41820 23888 11059 48196 49863 9642 44736	48616
82140	54244 51643 47597 4970 27999	21472
82141	30824	26943
82142	3465	53949
82143	10248	22431
82144	24931 43015	30873
82145	16976 46004 41330 27427	42247
82146	44475 55742 40061	20636
82147	17477	46635
82148	34002 47720	36679
82149	36254 34128 10443	3181
82150	27978 22309 47756 49368 42251 54955 28329 40447	45676
82151	5744 30276	14414
82152	41597	26928
82153	19109 38512	29988
82154	41817	50085
82155	25856 34504 42131 1730	44468
82156	11242	20383
82157	40160	14263
82158	26318	26148
82159	45902 11134 41563 36801 3933 3711	34502
82160	3620 26540 4188	17905
82161	21228	41002
82162	38642	38464
82163	53578 23901	3495
82164	25691	34934
82165	2015 3415	51085
82166	37962	55382
82167	37898 48313	8897
82168	3164 48340 9057 19014 51007 43014	49484
82169	9156 54962	51928
82170	50243 44942	36937
82171	39831	17548
82172	20539	24020
82173	25060	851
82174	39044 1426 40130 46240 15699 40519 30428 20908	40160
82175	15118 18337	36328
82176	14828 56094	833
82177	40076	14984
82178	28853	54942
82179	19217 6036	56210
82180	44983 52190	28368
82181	14861 54682	43657
82182	11457	30912
82183	53972 37655 30371 20175 55113 29922	46559
82184	48076	48292
82185	7084	53313
82186	45403 38855	45378
82187	2377 43479 34453	34568
82188	32978 8590 21680 35240 38904 29486 38826	6248
82189	11805 39347 51819 50898 7954 25961 54389 45109 41623	50974
82190	40338	19071
82191	21668 4351 22980 19900 55292 55625	32274
82192	9839	26279
82193	49510	49089
82194	40579	49618
82195	30629 34175 3112	10729
82196	31904 10525 26716	16269
82197	52007 14944	8801
82198	50893 55742 15945 39885	6117
82199	6713 29013 12665 55000	53466
82200	3074	55678
82201	19893	10445
82202	3990	52759
82203	23158	51266
82204	45241	25395
82205	15165	45943
82206	39649 8297	55529
82207	32796 16312	35512
82208	53784 11397 5597 39775 24722	15865
82209	8156	51706
82210	47819 2272 14500	15631
82211	7736 45214 3980 14042	7614
82212	51210	1156
82213	38702	21319
82214	56720 51799	29455
82215	32496	37429
82216	41687	32134
82217	31866	11048
82218	42452	2101
82219	2311 55356 12854	42613
82220	47871 50071 47010	9082
82221	32088 9539	14698
82222	36309 47692	12862
82223	14881 7125	7868
82224	52342 14637	21871
82225	54204	48986
82226	10789 4143 10082 9839 41874	56057
82227	51554	35475
82228	55766 46749	27763
82229	14608	28472
82230	25109 30626	53461
82231	35137 31223 6454 49623 3803	53055
82232	22671	14350
82233	20928 16336 49961 8920 24497 28851 54127 45248 12571	36476
82234	55965 6847 9135	26267
82235	50124 20392	33103
82236	29292	55251
82237	8912	14870
82238	54936 9025 46562 56574 12478	1210
82239	23827 54140	5630
82240	40380 30980 30642	41289
82241	34505 17859 35246 4178 1112 51473 34993 2861 34723	8763
82242	28995 14144 38663 20302 13324	32574
82243	18150	10783
82244	29765	55685
82245	6286 4217	50482
82246	18337 52344	40460
82247	12282	55772
82248	4890 5352	34741
82249	13625	33648
82250	48480	18798
82251	5744 45532	22285
82252	42410 1972 43814 38047	30833
82253	19606 53050 23948 39649 52483 20465 16504 10206 54770 7983 47024 6056 38316 33623	54852
82254	14451	32468
82255	49308 18136	27258
82256	29455 36120 50853 27201 21618	10032
82257	946 13940	19030
82258	28579 18615	20391
82259	42594	50311
82260	2099	29910
82261	15352	16383
82262	40207	10911
82263	13350	53826
82264	33865	36136
82265	9657 16305 13381 55328 36823 41787 41947 3360 49491	6028
82266	43813	23631
82267	10786 37496 48806 43031 33848	31555
82268	4393	48327
82269	45909 37028 5006 1239	12732
82270	39092 7701 6175 18197 27464 14717	40784
82271	55160	10759
82272	31860	48962
82273	30915	33911
82274	33782	31723
82275	10524 14527	2861
82276	41323 41414 22739 28955	12433
82277	49876	32016
82278	6430 52176 8019 26010	12915
82279	44403 54967 12578 49528 50030 18452 29009 1921 28162 39632 23300 29885 9290 49330	48726
82280	6927 27904	31472
82281	40793	37642
82282	16584 42155 6606	224
82283	15945 56065 41815 29531 39133 2570 46479 56873 47727 10782 27566 43536 45642 14612	15105
82284	29382	54239
82285	37650 43293 16858 38275	39318
82286	5931	24931
82287	35950 33329 53186 23445 14653 49383 19753 48890 26222 50357	50177
82288	19944	18509
82289	31202 10789	26713
82290	21228	7634
82291	45886	38444
82292	44802 65 40420 45171 21228 28592 31836 48898 7044 10248 29919 54140 9331 7458 15160 36589	17027
82293	42436 53922 35955 36544 12013 28798	3548
82294	24728	41063
82295	45130 5450	15246
82296	28042 50310 47265 19563	39465
82297	3069	54937
82298	11407	48591
82299	10861 53870 4971	19149
82300	45402 6179 6980	23279
82301	14352	34742
82302	12852	40374
82303	52897 49087	37695
82304	27389 2482	1034
82305	22634	24770
82306	30801	46380
82307	36619 42293	6952
82308	51958 55872 7476	13595
82309	15261 25573	31481
82310	51562 49130 47761 13381 24680	20991
82311	41236	41330
82312	29515	48853
82313	18229	49833
82314	25490	53685
82315	31654	13559
82316	5904 2275	55412
82317	24816	53869
82318	42493	6008
82319	24491 29344 10616 23507	38312
82320	4161	29806
82321	23062 7857	26033
82322	22192	54258
82323	13311	30613
82324	39060	12878
82325	46063	16467
82326	26709	14884
82327	3225 22070	3565
82328	41236	15281
82329	30885 32545 45171 42565 41456 42170 44901	26655
82330	2818	48621
82331	38704 22310 48777 19001 43010 21213 44 39452	51485
82332	51283 366	22671
82333	15165	36801
82334	55328	52145
82335	21932	45668
82336	13273 7398 40715 49752 13422	27215
82337	8754	28500
82338	54106 1708 47922 38792 33520 42507	652
82339	5996 56419 26524 16213	45775
82340	37642	22550
82341	797	18393
82342	6179 8849 55156	873
82343	46179 40994	22374
82344	1868	17313
82345	35319	35785
82346	43671 17440 56816 34699	16859
82347	31709 21581	34539
82348	42812	35698
82349	11311 34484 17381	32975
82350	56157 12427	23988
82351	51334	13339
82352	22241 29008	43728
82353	9839 37630	18846
82354	27961	42144
82355	35455 1759 21800	18244
82356	36390	42446
82357	20808 31613 48552 3101 34934	4981
82358	399 31636	40579
82359	34445 42409 43182 5425 3675 17192 2139 14832	36550
82360	5630	26252
82361	28010	35637
82362	30625 10325	40851
82363	49279 9158	45926
82364	5137 14563	28740
82365	11315	33051
82366	40225	31940
82367	7545 4188 34673 55458 27764	51562
82368	50035 12413 52839 23975 31971 31631 8054 51862	52882
82369	7807 20493 40420	21072
82370	22788	5593
82371	34479	714
82372	44535	43996
82373	10071	5090
82374	25261 6179 31759 52241 12185	35363
82375	15918 19426 51202 36821 19984 20712 23571 32531 8488	23257
82376	10757 24764	6980
82377	28630	25790
82378	443 43485	27768
82379	29099 5260 53403	30399
82380	12905 35010 23164	16861
82381	56604	10888
82382	14188	46730
82383	949	27140
82384	2021	4399
82385	30663 50614	24184
82386	21319 51421	20078
82387	49161	56381
82388	11413	12223
82389	6544 8398	11953
82390	22150 30037 37141	56170
82391	26067 5671 14988	1035
82392	43529	29774
82393	21368	21148
82394	27650 17858 46354	21315
82395	46789 4284	20782
82396	27866 6179 55156 6980 35054 36973 10780 4938 5222	45835
82397	49206	13330
82398	42946	9622
82399	36554	47168
82400	23611	37791
82401	7774	6935
82402	32986 2158	50614
82403	34798	12812
82404	31538	50864
82405	41888	12686
82406	4556 51287 2750 21803 6860 36573 18617 18724	44842
82407	12753 34879	53826
82408	1452	23241
82409	49360 27006 13195	46624
82410	7234 42410 7995	15244
82411	24075 17754	41549
82412	41330 42046	30719
82413	30878 5272	12809
82414	6179 14065	10032
82415	38138	27494
82416	2867	992
82417	5338	49273
82418	3133	24160
82419	19457 23121	30839
82420	43555	45224
82421	5942 16547 5849	21822
82422	5597 2355 6353	17162
82423	55101 30042 56882 8873	6080
82424	4188 29556 55136	7717
82425	20175	32531
82426	22494	26611
82427	25292	13579
82428	34742 12071 40845 2557 43654	33403
82429	41991 6355 53182	22997
82430	28011	28010
82431	30990 29344	13583
82432	35216	19517
82433	17474	26798
82434	19457 55678 55524 51466 46328	29524
82435	30012	32469
82436	11893 30907 51936 35115 48813	5413
82437	42798 37209 34923 15605	10527
82438	31989 20326	33517
82439	28195 51183 1523 5942 18337 48971 36751 40672 7983 14876 47749 23762 39796 43651 8427 8938	56009
82440	41459 55049 47198 3832 1798	6561
82441	33806	54606
82442	3808	43517
82443	1080 4473 27670	50787
82444	47202 42332 46237 8863 34085	52450
82445	10570	53943
82446	23108	35373
82447	4075 50753	22541
82448	51897 44287 56904 2904 5615 39271	31774
82449	33695 7897 56435 17848 17779	8265
82450	24374 40680 15507	24548
82451	46518	42064
82452	17844	52026
82453	39280 23776	6980
82454	11654 990 55526 28524 56088 15049 55290 13161 31564 21655 45542 17092 10826	6482
82455	21211 16027	1482
82456	14103	48679
82457	6286 10241	18004
82458	36584	8425
82459	49608	14984
82460	54673 4712 7434 27530 30278 55594 42565 46559 7234 54806 56411 2538	49530
82461	14380	23514
82462	12623 32007 55604 3009	50875
82463	9830	34119
82464	17332 3565 31748 11542 34264	2879
82465	51880 31393	49216
82466	41530	19612
82467	38193	949
82468	53400 15980 6070	42173
82469	48345 35010 49948 45347 4650	24582
82470	56505	53216
82471	50465 33687 39871	4690
82472	37687 21112 50035 7994 5542	52962
82473	34156	45266
82474	28368 47395 5752 46559 43206 2140	6247
82475	13942 53761 5086	47259
82476	12286 37371 1778 9185	35393
82477	53819	50769
82478	25359 24506 29443 14396 13182 34146 42807 1446	18135
82479	46023 10394 40994 13457 8819 16826 34777 25987 53075 43788 26253 31712 21390	36268
82480	27212	3818
82481	46648	30439
82482	52117	528
82483	50854	33999
82484	38953 8701	46519
82485	13292 28478 51259 28029	3822
82486	7701	50163
82487	36075 2217	54353
82488	30162	52061
82489	34501	41158
82490	56069	47611
82491	25993	44437
82492	52347 42626 32806	35972
82493	32131	12686
82494	53075 36562 29473 13457	26442
82495	51161 23523	34542
82496	53319 4099 42772 27329 10859 41174 55195	31362
82497	37309	20347
82498	15607 7436 49993	38371
82499	47722 34099 10164 5058	32531
82500	35296 52491 37786	23759
82501	53026	13066
82502	38822 26475	9014
82503	6255	43475
82504	33076	22999
82505	19662 41540	42980
82506	21217	17278
82507	5230	49160
82508	17383	48736
82509	16347 37269	36805
82510	9504	14498
82511	24641 30801 16599	35582
82512	7721	34288
82513	11629 8072 45347 3024 33400 50166 14159 42489 12395 9586 11704 34561 9937 7540 52677 31909 33866 21429	6980
82514	52145 42293 40114 22268	13886
82515	9063 41237	29616
82516	47941 25571 13504 43250	7141
82517	22939	13372
82518	8737	17842
82519	30963	19665
82520	4263	45592
82521	24614 35409	33911
82522	4167 29787	32320
82523	2655	55791
82524	29986 21680 48127	42158
82525	53381 49149 31417	47425
82526	43676	56052
82527	21090 2879 24643	41623
82528	10179 50544	45340
82529	49615 48004 51460 33739	25275
82530	36125 25790	6119
82531	8046	13381
82532	27910	40507
82533	22074 15944	21458
82534	39359 21305 15488	51716
82535	30952 43138 44503	54769
82536	50174 10400	51743
82537	45281	17557
82538	45943	23972
82539	873 52591 10221 27545	5872
82540	28391 46017 42332	49090
82541	18791	48777
82542	16559	785
82543	13395 25946 16641 17470 19966 16547 22950	10406
82544	39883	15844
82545	39271	23329
82546	8942	1156
82547	13477 17820	35801
82548	56333	56387
82549	53254 44035 39431 43517 13497 36771	44858
82550	22227 20334	1229
82551	16808 3074	55678
82552	44721	3927
82553	39146	52970
82554	17986 15165	27924
82555	52590 29425	65
82556	3600 26479 1715	49778
82557	22964	4275
82558	40457 56907 48967	36693
82559	55742 51281 41189 27350 53052 35858	7201
82560	45074	26866
82561	8984 20417 47198	38086
82562	12758 52097 21400 3429	24574
82563	51263	34699
82564	5597	29531
82565	54707 21015 43559 38578 38942 42885	32614
82566	45751 1467	3529
82567	40373 2731 1364 14423 54101 27401 43504 17626 37290 20332 51875 40167 26975 12673 17396 48546 23036 7601 8235 30517 26124 45176 38208 42760 7178 4219 13362 56945 18056 2825 54784	34201
82568	46346	17073
82569	10114 49778	14983
82570	52102 44651 31709 53870	44712
82571	1629	7612
82572	39916 47240 2988 22413	1084
82573	52454 11183	48024
82574	18337 14010	11934
82575	35442 19862 44065	26281
82576	3600	27096
82577	53933	10206
82578	44662 18185	50956
82579	49745	33300
82580	36805 6482	39704
82581	51036	52431
82582	10861	8876
82583	22550	26401
82584	753 5692 56164	23486
82585	7467 35846 54741	41540
82586	45001	40450
82587	17396	46989
82588	2796 49787	54032
82589	23477 53007 41475 21249	30151
82590	35135 16057	36277
82591	15835 21565 47496 54147 7188	21000
82592	21319	14681
82593	10405 38375	22893
82594	43013 11959	51310
82595	40075	52650
82596	43210 12391 37320	6119
82597	4734 38132	27553
82598	32394 37212 35620 29986 38637 53692 40114 28670 363 36865 56411	45347
82599	39820	44219
82600	17888	42079
82601	34234	17220
82602	16673 24607	7401
82603	56907	53819
82604	14434	20413
82605	48541 4540 22977	54409
82606	43285	22509
82607	44745	26928
82608	45899 45318	26390
82609	36391	35950
82610	17054	25546
82611	870	29236
82612	10789 50614 29818	25184
82613	19955 19997 47660 6681 11148 609 28461 27798	49733
82614	27179 34968 35759	13264
82615	3000	35091
82616	28538	8763
82617	9395 43015 15405	20166
82618	13322 42926 17808 12302	8538
82619	39535 15746	39704
82620	19716	46876
82621	43184	33765
82622	31551	49871
82623	36879 33510 50621	46152
82624	30693	17031
82625	12495 55185 29092 49395 31759 11629 33281	20413
82626	50144	23991
82627	51036 21319 52733 32416	33077
82628	48187	8576
82629	56122 28993	56402
82630	56398 11651 35392	39885
82631	40509	45171
82632	26441 3299 11764 35609	13559
82633	38969	16062
82634	34154	22674
82635	40659	55055
82636	26959	25923
82637	30778	41552
82638	39341 13985 53396	31615
82639	10278	21319
82640	53588 36253	5649
82641	54954 8113 27329 14858 27510 18424 49724 25658	44606
82642	18576 27927 56682 44244	48217
82643	55640 46947 5335 11265	4378
82644	26868 13093	31060
82645	45374 38113	56113
82646	11378 35195 5195 31272	37267
82647	49464	7726
82648	41284 47202 7180	20855
82649	2045	949
82650	20424 18052	27367
82651	28500 28831 36993 26120 53243 40471 2422 8815 28591	39792
82652	51896	38593
82653	8984	26857
82654	53294	51985
82655	41012 5210 4223 18150 50221 16695 19507 54072	16035
82656	45130 10543 41959	51186
82657	22862 56575	23604
82658	20950	45726
82659	5841 29803 55512	33069
82660	45709	9542
82661	51333	28280
82662	28642 18383	5274
82663	7293	38543
82664	53942 53829 25209 3897 3100 16165 20741	53819
82665	38038 52952 33945 25336 7880 46067	48026
82666	13773 21757	24476
82667	29975	13507
82668	34376 29678	4523
82669	12544	10859
82670	24517	45868
82671	6537 49317 25525 28840	20136
82672	48881 54695	3486
82673	20049 1198 3498 21929 2386 21228	9848
82674	44559 32946	46604
82675	15826	28906
82676	24017 24293 9331 55190 30175 21620	52308
82677	10692	4328
82678	22268 41335 10310	47198
82679	46529 4891 6179 42064	21319
82680	16107 25359 8876	15717
82681	32978	29032
82682	27887 35993 1746 55750	32898
82683	42983	31477
82684	33476	7378
82685	19101	39806
82686	49273	4734
82687	42009 12002	23303
82688	18891 35082 49112 54385 47722 2136 11589 26121	34561
82689	54673 48366	260
82690	36441	19109
82691	38401	7880
82692	48836	41065
82693	43868	14822
82694	33907 19573	31798
82695	31310	37909
82696	569	23268
82697	6057	21586
82698	22540	31782
82699	50707	37092
82700	32282 5894	21247
82701	56140 48025 35145 25757 34345 50618 5032 41886	6179
82702	40161	55512
82703	49058 17014 29409 32035 51425 3453 49298 32531	30377
82704	30578 27179	28948
82705	21319 9428	5942
82706	28997	5086
82707	17084	11792
82708	50922 31726 6208 13559 51559 52075	9331
82709	35798	23264
82710	33129	44990
82711	54229	42409
82712	32322	3842
82713	41215 21065	37169
82714	16188 52062	1083
82715	54140 54445	34934
82716	860	33486
82717	43106 10754 13934	30951
82718	46063	46419
82719	26192	49479
82720	30980	42019
82721	39126 32280	29379
82722	3411	51711
82723	43241	16653
82724	39280 4018 50071 49390	56488
82725	47077	54657
82726	12298	7391
82727	56411	8113
82728	45557	24954
82729	34780	7437
82730	40356	36654
82731	4970 46264 29870 35365 18544 52980	33105
82732	13675	51483
82733	24871	34403
82734	54664 41181	38904
82735	11619 45636 41215 23509 31241 37573 43161	34260
82736	51572	53825
82737	50974 35392 55625 19562 48156 32199 6236	11912
82738	36229 56466	33934
82739	28042	56843
82740	39124	13698
82741	26684	24717
82742	41130	6799
82743	3728 32878	45751
82744	34001	37002
82745	52817 34708 6179 20641	46346
82746	24313 5615 12577 11488	30557
82747	23992 48702 6980	43054
82748	15123	28368
82749	26748	34840
82750	56306 33907	52123
82751	50530 54715 34358 25981	41769
82752	11063	38739
82753	8563	1870
82754	27175	48604
82755	2829	44086
82756	55140 55331	53079
82757	49800 4135 50149 31598 5711 44460	35498
82758	54728 31715 55075 30307 14275 7413	22001
82759	8987 51611 19984 12952 41154 47659 11757 45037 51562 21202	47618
82760	52247	24476
82761	2089 40593 24138 26054 40045 16054 35033 11228 549 48316 56720 6046 51517 56938 5216 25088 53739 49462 48777 55143 10179 7962	5350
82762	43534	25507
82763	19606 13139 18750 9602	32073
82764	22185 23953 54140 52228 10164 31534 41680 33694 3213 42292 51115 4228 33795 42125 44780 21026 54164 13378 37285 46134	40497
82765	32282	42251
82766	9651	38931
82767	52497	9517
82768	53685	56935
82769	20262	29891
82770	13479 37446 42983 28740 10714 16239	13486
82771	51411 1898	4790
82772	5857	13225
82773	8085 17759 26623 3733 53870 41402	45347
82774	3335 17635 55156	41002
82775	2817	10016
82776	17014	11951
82777	55427	1348
82778	14153 12760	47007
82779	56677 52924	26041
82780	51917	154
82781	17844	51554
82782	56286	49092
82783	47911	20260
82784	12119 3165	19138
82785	53899	6628
82786	21538	18560
82787	35950	1596
82788	53685 33837 18172	27771
82789	4273 44735 20054	49421
82790	45546	21249
82791	50774 19862 6353 44460 20534 52738	15106
82792	163	14714
82793	32565	10729
82794	51675	22388
82795	49871	19563
82796	52062	50552
82797	6586	33865
82798	13486 13413 10405 54971 45843 3765 2116	290
82799	25882 32964	6885
82800	46266	10681
82801	1746	5845
82802	49855	50531
82803	31991 47838 33423 8255	2517
82804	26148	25917
82805	1999 44084	30847
82806	47395 6812 23265 6179	28940
82807	42565	40707
82808	25757	42054
82809	18734	5830
82810	13134 18691 1401 53111 16135 45668	15453
82811	13000 22159 56176 6584 12643 55638 24116 40457	47848
82812	15197 16419	8341
82813	33199	35021
82814	56157 24061	20544
82815	47920 8358 24738	51470
82816	6737	26178
82817	37898	34194
82818	32800	28456
82819	53503 49530	13023
82820	31582	22096
82821	20213	4436
82822	10956	20241
82823	27189 23916 40706	47766
82824	35950 28975 19999 34012 2331 26312 7771	36595
82825	40873	5771
82826	4442 40779 52834 43841	53857
82827	37030	52194
82828	17954 52715	47814
82829	17175 26335	4556
82830	34138 26026 5961	53389
82831	25211 44199 41235 42867 38014	56113
82832	14218	37262
82833	32147 8199 7264 56275 49429	50988
82834	26623	21135
82835	17564	35344
82836	22309 23108 22135 35373 56229 52567 39145 45906 31709 23837 53933 26313 15717 27209 29965 44736	56577
82837	42286	48048
82838	39370 45318 42872	20600
82839	16737 43293	3167
82840	4596	7937
82841	3377	52910
82842	23948	18566
82843	40715 6388	12706
82844	36837 6952 42927 34354 6980 50707	8146
82845	29790	925
82846	48274 31306	29988
82847	23604	39587
82848	11329	18900
82849	32101	5186
82850	40907	10383
82851	23571 12153 46153 17820 53508 20204 6560 12474 18977 41198 4909 42953	13422
82852	53972 10757 38863 22375	26335
82853	3808 5630	38432
82854	41667 3131	23734
82855	42965 32051	1629
82856	37591 9422 39352 48313 33911 26317 12338 48977 32474 35530 15637 19565 32433 24673 42079 23660 21524 51493 48768 45358 22068	6317
82857	46801 32450 40705	10288
82858	42409	45899
82859	30833	42679
82860	36797 12582 5264 53642 47316 45240	16502
82861	43628 1233 35010 18027 41080 6179 32203 4344 39699 49893	499
82862	1732 34016	45666
82863	38792	34232
82864	1260 13110 37992 10734 3811 10455	21259
82865	35113	24293
82866	53972 12394 27373	14049
82867	22974	16346
82868	4451 9586 8295 46625 4071	12394
82869	4923	37263
82870	7701	5386
82871	22104	27140
82872	27540 53749 49823	12675
82873	48552	35033
82874	30117 33846	26312
82875	39686	24304
82876	45943 52499 50322 43173 22100 19001 8065 54868 49049 12563 36973 54188 13367	23052
82877	42450	46385
82878	7437 47608	1383
82879	51693	40793
82880	19823 18194 18151	23885
82881	33867 25780	8895
82882	54397	42260
82883	50045 15531 7427 48127 6370	51726
82884	40654 5517	24800
82885	28431	2323
82886	34201 42643 1730 1070	33255
82887	18245	54731
82888	713	43896
82889	43013	52062
82890	10206 17055 7319 41386	28853
82891	2497	31474
82892	10573 20260 55034 41330 445 15848 46432	7726
82893	10997 43595	48088
82894	34123	32513
82895	24672	9171
82896	28700 56639 53283 9033 41456 1543 39418 47618 19969	56967
82897	45054	43015
82898	9839	31898
82899	46235 13535 9680 399 43039 39756 12672 34807 29788 5889 15311 18039	18502
82900	6584 52935 7437 24086 26655	18974
82901	44505 7686 55765 46781 52875	56427
82902	53629	12848
82903	51464	25401
82904	7896 10543 47409 8235 18624 26124 53050 22430 4485 16403 53793 28301 34201 27406 24348 40838 48348 37201 22326 26921 43745 10754 54552 50163 7373 40066 28303 56119 17626 8323 939 11414 55869 33518 2731 32226	7654
82905	24549 25396	8233
82906	8815 54237 355 21644	8743
82907	50676 23036 14009	53460
82908	5597 34699	51732
82909	39128 34576 48825 55695 54092 19510 55984	4424
82910	42905	28821
82911	3404	8251
82912	4099	41542
82913	1432 35373 46749 54513	18425
82914	1310 18297 20237 39899 43433 55877 35138 50988 50470 36342 32704 18439 4805	20493
82915	154	43904
82916	36317 52097	42565
82917	53881	25737
82918	13246 48768 27497	6267
82919	35254 47962	55460
82920	29754 10347 31295	2202
82921	13246	40480
82922	20712 52305 17888 34697 12568 33476	20910
82923	42212 50296	52425
82924	46340 2287	24985
82925	47741 8667 40670 26253 43909 50691 38560 21734	30854
82926	25396	13559
82927	12119	19720
82928	27187 42797 7103 4220	22036
82929	12119 48678 27141	16430
82930	38546 17227	15699
82931	28798 4030 3335	53182
82932	22028 1432 30183 21107 16336 14779 23935 23364 46113 32787	31624
82933	37354	43768
82934	8166	13246
82935	53819	33613
82936	41306	27188
82937	7701	14039
82938	34116 47154	34960
82939	39015	24053
82940	15197 14641	11037
82941	42565	54914
82942	22189 31725 51507	22341
82943	7268	53708
82944	5264	8626
82945	39254 27729 51404	54747
82946	24685 29247	16161
82947	34910	30248
82948	50507	53190
82949	37234 41993	34983
82950	9680 5904 52745	40845
82951	1092	8617
82952	9865	56123
82953	13579 41396 21086 22576 36510 24969 19325 4891 1732 30690 42114 39336 14797 6980 3492	11670
82954	3098	32118
82955	15779	6179
82956	24831	50366
82957	11495	29271
82958	42170	24062
82959	29473 29884 28118 7293 1528 522	10126
82960	26597 43821 49306 24058	51733
82961	32584 47114 52446	22315
82962	11805	34210
82963	55807 27001 7058 55667 31264 22869 9845 23281	55631
82964	2384	44972
82965	31563	13824
82966	32808	48325
82967	15165 20991 33718 28757 11655 36864 34107 29851 31613 11504	20934
82968	54343	41330
82969	961 42564 31956 41083 905	36992
82970	52515	3526
82971	13867 54962 15874	7181
82972	12245 53216 26600 26006 49581	31613
82973	37642 13364 56577	45340
82974	31798	30540
82975	21303	42527
82976	53810	8530
82977	5262	33039
82978	44901 9082	16391
82979	47960 15283	9479
82980	46854 45667 30102 12394 49901 35477	12761
82981	51775 28118	1870
82982	26069 5658 45060 42813	18533
82983	25445	38534
82984	39739 50860 26364 32120	41909
82985	14843	38338
82986	23651 49778	36101
82987	32450	22418
82988	55128 29041 55631 47683 11030 49342 27920 43788 45292 21711 16801 14967 7293 4268 22333 21459 19558 14273	50045
82989	15396 29009 12869 22440	55545
82990	33983 40235 34699	11323
82991	8992 33763 31712 28598	30465
82992	26691	1329
82993	46230	26385
82994	49778 39556 6179 4071 48025 50490	49332
82995	8245 55137 5417 14149 703 16179	1790
82996	12186 15874	51283
82997	17820 11120 30905 18720 33139 55742 20416	35352
82998	27209 44007 32805	22380
82999	28500 43463 43628	40457
83000	1747 8769 48156 9547	37125
83001	28282	10252
83002	25365	12802
83003	3836 5449	56623
83004	15012 30801 28773 56838	55225
83005	6878 43936	39677
83006	3141 19530 25604 44610 7028 52733 15012 53188 54416 37754	9408
83007	35344	37105
83008	34029 9088	44143
83009	2394 11558 238 34040	43399
83010	26090	45671
83011	39792	52530
83012	46299	4955
83013	44472	35082
83014	36944	42811
83015	16480	4485
83016	22136	15378
83017	26891 43902 44036	17203
83018	50507 30062 8647 54726 9433 40306 34345	48549
83019	4137	3421
83020	18068 36619	29150
83021	7542 36051 44358	4570
83022	32440	54654
83023	37812 52960	12906
83024	15373	46799
83025	52188	35248
83026	46014 8765 39615 30939 16853 43637 37796 55111 2080 10786 26397 1104	24078
83027	48015	5200
83028	4782 30104 86 22436 21610 23052 14455	33515
83029	42602	39485
83030	28639 41393 33150	6179
83031	46172	25082
83032	1088	33834
83033	40687	4943
83034	50922 55826	18652
83035	19895	15759
83036	44901	20662
83037	35475	27625
83038	30541	1730
83039	8233	55111
83040	7167 46862 42925	43679
83041	47582 21072	26995
83042	26034	14368
83043	10645	11756
83044	17664 42628 13559 48273	17739
83045	18813 35880 39357 44267 50769 40945 3813 6785 48243 14498 37648 11662	44901
83046	23360 55625 15495	52241
83047	27061	5810
83048	25560	42867
83049	27006	20260
83050	19563	40902
83051	35950 23313 32806	949
83052	14736 31332	35317
83053	5038 3733	3236
83054	35088 23491	8406
83055	23213 832 22047 10598 30642	35895
83056	45335	32548
83057	47138	2627
83058	27384	32792
83059	51776 6876	55422
83060	8984	25278
83061	37212 6082 34119	47118
83062	46404 48145	37403
83063	35010 40882 965	26982
83064	11378 4762 48279	10805
83065	11409	48992
83066	18323	5185
83067	56053 32446 44796 18872 47060 45864	6179
83068	51023 32878 21589	2572
83069	40420	12349
83070	39885 7437	521
83071	35955	5459
83072	2312 1492	12199
83073	20497	47324
83074	31910 10616 37319 28494	2125
83075	48168 43839	45020
83076	53933 51085	36490
83077	7353	4757
83078	48859 16135 11875 21932 55484	52189
83079	17238 39077	903
83080	15874 34871	48380
83081	44443	41115
83082	52774	55020
83083	46599	31764
83084	50893	21981
83085	43100	10700
83086	36484	17088
83087	14534	208
83088	50225	41552
83089	51671 7807 15699 1597	40130
83090	17192 21913 40919 37772 12020 55313 10728 6320 55745 40644 37717 20627 7955 27746	31544
83091	53972	42414
83092	14788 34484 5717 37439 5208 38210 30915	23949
83093	42731	16302
83094	54729 5639	39656
83095	48156 16967 28196 37508 39527 43050 49007 21219 9190	8295
83096	23372	32222
83097	46949	33124
83098	20380 29395 40976 20546 26793	12075
83099	29363 55201 10076 16502 46490 32476 42225 9171 23654 15246 30765 27145	14717
83100	14856 31699 44218 10588 32806	2101
83101	41289 34766 30980 43694 30642	23213
83102	37642	41213
83103	5737 4099 31362	13592
83104	25130	1454
83105	32465 13591 23785 4460 12198 32079 32 49961 53313 7033 51712	39929
83106	830	27192
83107	961	24286
83108	56690 42332	16504
